ayah,token_index,surface,plain,gold_class,predicted_class,source,proof_kind,error_family
53:23,8,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
53:28,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
53:30,8,أَعْلَمُ,أعلم,ISM_MUARAB,FIIL,MASAQ:477,Certificate,noun_misread_as_verb
53:30,14,أَعْلَمُ,أعلم,ISM_MUARAB,FIIL,MASAQ:477,Certificate,noun_misread_as_verb
53:32,13,أَعْلَمُ,أعلم,ISM_MUARAB,FIIL,MASAQ:477,Certificate,noun_misread_as_verb
53:32,29,أَعْلَمُ,أعلم,ISM_MUARAB,FIIL,MASAQ:477,Certificate,noun_misread_as_verb
53:50,2,أَهْلَكَ,أهلك,FIIL,ISM_MUARAB,MASAQ:41590,Certificate,verb_misread_as_noun
53:52,8,أَظْلَمَ,أظلم,ISM_MUARAB,FIIL,MASAQ:245,Certificate,noun_misread_as_verb
54:26,3,مَنِ,من,HARF,ISM_MAWSOOL,MASAQ:3539,Certificate,harf_vs_mawsool_ambiguity
54:48,8,مَسَّ,مس,ISM_MUARAB,FIIL,MASAQ:8487,Certificate,noun_misread_as_verb
54:50,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
56:60,5,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
56:74,4,الْعَظِيمِ,العظيم,JAMID,ISM_MUARAB,MASAQ:1848,Certificate,proper_noun_misclassified
56:96,4,الْعَظِيمِ,العظيم,JAMID,ISM_MUARAB,MASAQ:1848,Certificate,proper_noun_misclassified
57:10,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
57:11,1,مَنْ,من,HARF,ISM_MAWSOOL,MASAQ:91,Certificate,harf_vs_mawsool_ambiguity
57:12,22,الْعَظِيمُ,العظيم,ISM_MUARAB,JAMID,MASAQ:5243,Certificate,ISM_MUARAB_to_JAMID
57:20,34,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
57:22,1,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
57:27,21,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
58:2,6,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
58:7,12,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
58:14,10,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
58:22,33,مِنْ,من,ISM_MAWSOOL,HARF,MASAQ:53,Certificate,ISM_MAWSOOL_to_HARF
59:2,13,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
59:6,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
59:23,8,الْمَلِكُ,الملك,JAMID,ISM_MUARAB,MASAQ:30887,Certificate,proper_noun_misclassified
60:1,37,أَعْلَمُ,أعلم,ISM_MUARAB,FIIL,MASAQ:477,Certificate,noun_misread_as_verb
60:10,10,أَعْلَمُ,أعلم,ISM_MUARAB,FIIL,MASAQ:477,Certificate,noun_misread_as_verb
61:7,1,وَمَنْ,ومن,ISM_MAWSOOL,HARF,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
61:12,17,الْعَظِيمُ,العظيم,ISM_MUARAB,JAMID,MASAQ:5243,Certificate,ISM_MUARAB_to_JAMID
61:14,13,مَنْ,من,HARF,ISM_MAWSOOL,MASAQ:91,Certificate,harf_vs_mawsool_ambiguity
62:1,9,الْمَلِكِ,الملك,JAMID,ISM_MUARAB,MASAQ:31353,Certificate,proper_noun_misclassified
63:7,7,مَنْ,من,HARF,ISM_MAWSOOL,MASAQ:91,Certificate,harf_vs_mawsool_ambiguity
64:9,6,يَوْمُ,يوم,ISM_MUARAB,HARF,MASAQ:16239,Certificate,ISM_MUARAB_to_HARF
64:9,27,الْعَظِيمُ,العظيم,ISM_MUARAB,JAMID,MASAQ:5243,Certificate,ISM_MUARAB_to_JAMID
64:11,1,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
66:3,23,مَنْ,من,HARF,ISM_MAWSOOL,MASAQ:91,Certificate,harf_vs_mawsool_ambiguity
66:11,11,ابْنِ,ابن,FIIL,ISM_MUARAB,MASAQ:14617,Certificate,verb_misread_as_noun
67:3,6,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
67:9,8,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
67:10,7,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
67:19,8,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
67:28,6,وَمَنْ,ومن,ISM_MAWSOOL,HARF,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
68:2,1,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
68:7,4,أَعْلَمُ,أعلم,ISM_MUARAB,FIIL,MASAQ:477,Certificate,noun_misread_as_verb
68:7,10,أَعْلَمُ,أعلم,ISM_MUARAB,FIIL,MASAQ:477,Certificate,noun_misread_as_verb
68:44,2,وَمَنْ,ومن,ISM_MAWSOOL,HARF,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
68:52,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
69:9,3,وَمَنْ,ومن,ISM_MAWSOOL,HARF,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
69:28,1,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
69:33,6,الْعَظِيمِ,العظيم,JAMID,ISM_MUARAB,MASAQ:1848,Certificate,proper_noun_misclassified
69:41,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
69:52,4,الْعَظِيمِ,العظيم,JAMID,ISM_MUARAB,MASAQ:1848,Certificate,proper_noun_misclassified
70:14,1,وَمَنْ,ومن,ISM_MAWSOOL,HARF,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
70:41,6,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
72:3,5,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
74:11,2,وَمَنْ,ومن,ISM_MAWSOOL,HARF,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
74:31,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
74:31,7,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
74:31,47,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
74:31,53,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
74:56,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
75:6,3,يَوْمُ,يوم,ISM_MUARAB,HARF,MASAQ:16239,Certificate,ISM_MUARAB_to_HARF
76:30,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
77:14,4,يَوْمُ,يوم,ISM_MUARAB,HARF,MASAQ:16239,Certificate,ISM_MUARAB_to_HARF
77:35,2,يَوْمُ,يوم,ISM_MUARAB,HARF,MASAQ:16239,Certificate,ISM_MUARAB_to_HARF
77:38,2,يَوْمُ,يوم,ISM_MUARAB,HARF,MASAQ:16239,Certificate,ISM_MUARAB_to_HARF
79:43,3,مِنْ,من,ISM_MAWSOOL,HARF,MASAQ:53,Certificate,ISM_MAWSOOL_to_HARF
79:46,9,ضُحَاهَا,ضحاها,HARF,ISM_MUARAB,MASAQ:75761,Certificate,HARF_to_ISM_MUARAB
80:7,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
81:22,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
81:24,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
81:25,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
81:29,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
82:6,6,الْكَرِيمِ,الكريم,JAMID,ISM_MUARAB,MASAQ:45123,Certificate,proper_noun_misclassified
82:16,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
82:17,4,يَوْمُ,يوم,ISM_MUARAB,HARF,MASAQ:16239,Certificate,ISM_MUARAB_to_HARF
82:18,5,يَوْمُ,يوم,ISM_MUARAB,HARF,MASAQ:16239,Certificate,ISM_MUARAB_to_HARF
83:12,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
83:33,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
84:14,2,ظَنَّ,ظن,FIIL,ISM_MUARAB,MASAQ:8761,Certificate,verb_misread_as_noun
84:23,2,أَعْلَمُ,أعلم,ISM_MUARAB,FIIL,MASAQ:477,Certificate,noun_misread_as_verb
85:8,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
87:13,6,يَحْيَى,يحيى,FIIL,JAMID,MASAQ:39372,Certificate,FIIL_to_JAMID
89:23,3,بِجَهَنَّمَ,بجهنم,ISM_MUARAB,JAMID,jamid_detector,Certificate,ISM_MUARAB_to_JAMID
90:3,3,وَلَدَ,ولد,ISM_MUARAB,FIIL,MASAQ:58429,Certificate,noun_misread_as_verb
92:3,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
92:11,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
92:19,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
93:3,1,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
93:3,4,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
95:7,3,بَعْدُ,بعد,HARF,ISM_MUARAB,MASAQ:4468,Certificate,HARF_to_ISM_MUARAB
98:4,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
98:5,1,وَمَا,وما,HARF,ISM_MAWSOOL,MASAQ:51,Certificate,harf_vs_mawsool_ambiguity
109:6,3,وَلِيَ,ولي,HARF,ISM_MUARAB,MASAQ:40424,Certificate,HARF_to_ISM_MUARAB
111:2,1,مَا,ما,HARF,ISM_MAWSOOL,MASAQ:200,Certificate,harf_vs_mawsool_ambiguity
