surah,ayah,token_index,surface,plain,prev,next,gold,pred,candidates,certainty,needs_context,resolution_reason
2,108,9,مِنْ,من,مُوسَى,قَبْلُ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
2,109,3,مِنْ,من,كَثِيرٌ,أَهْلِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
2,109,8,مِنْ,من,يَرُدُّونَكُمْ,بَعْدِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
2,109,13,مِنْ,من,حَسَدَاً,عِنْدِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
2,109,16,مِنْ,من,أَنْفُسِهِمْ,بَعْدِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
2,109,18,مَا,ما,بَعْدِ,تَبَيَّنَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
2,109,24,حَتَّى,حتى,وَاصْفَحُوا,يَأْتِيَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/preposition_meanings.json#48
2,109,28,إِنَّ,إن,بِأَمْرِهِ,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
2,110,8,مِنْ,من,لِأَنْفُسِكُمْ,خَيْرٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
2,110,13,إِنَّ,إن,اللَّهِ,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
2,110,15,بِمَا,بما,اللَّهَ,تَعْمَلُونَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,True,MASAQ:48
2,111,5,إِلَّا,إلا,الْجَنَّةَ,مَنْ,HARF,HARF,,Certificate,False,MASAQ:106
2,111,6,مَنْ,من,إِلَّا,كَانَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#3
2,111,16,إِنْ,إن,بُرْهَانَكُمْ,كُنْتُمْ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/conditional_letters_tools.json#1
2,112,2,مَنْ,من,بَلَى,أَسْلَمَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#3
2,114,7,أَنْ,أن,اللَّهِ,يُذْكَرَ,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
2,114,15,مَا,ما,أُولَئِكَ,كَانَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
2,114,18,أَنْ,أن,لَهُمْ,يَدْخُلُوهَا,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
2,114,20,إِلَّا,إلا,يَدْخُلُوهَا,خَائِفِينَ,HARF,HARF,,Certificate,False,MASAQ:106
2,115,9,إِنَّ,إن,اللَّهِ,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
2,116,8,مَا,ما,لَهُ,فِي,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
2,118,14,مِنْ,من,الَّذِينَ,قَبْلِهِمْ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
2,120,7,حَتَّى,حتى,النَّصَارَى,تَتَّبِعَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/preposition_meanings.json#48
2,120,11,إِنَّ,إن,قُلْ,هُدَى,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
2,120,22,مِنَ,من,جَاءَكَ,الْعِلْمِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
2,120,24,مَا,ما,الْعِلْمِ,لَكَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
2,120,26,مِنَ,من,لَكَ,اللَّهِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
2,120,28,مِنْ,من,اللَّهِ,وَلِيٍّ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
2,125,8,مِنْ,من,وَاتَّخِذُوا,مَقَامِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
2,125,16,أَنْ,أن,وَإِسْمَاعِيلَ,طَهِّرَا,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
2,126,11,مِنَ,من,أَهْلَهُ,الثَّمَرَاتِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
2,126,13,مَنْ,من,الثَّمَرَاتِ,آمَنَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#3
2,127,5,مِنَ,من,الْقَوَاعِدَ,الْبَيْتِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
2,130,6,إِلَّا,إلا,إِبْرَاهِيمَ,مَنْ,HARF,HARF,,Certificate,False,MASAQ:106
2,130,7,مَنْ,من,إِلَّا,سَفِهَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#3
2,132,7,إِنَّ,إن,يَابَنِيَّ,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
2,132,14,إِلَّا,إلا,تَمُوتُنَّ,وَأَنْتُمْ,HARF,HARF,,Certificate,False,MASAQ:106
2,133,13,مِنْ,من,تَعْبُدُونَ,بَعْدِي,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
2,134,6,مَا,ما,لَهَا,كَسَبَتْ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
2,134,9,مَا,ما,وَلَكُمْ,كَسَبْتُمْ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
2,135,14,مِنَ,من,كَانَ,الْمُشْرِكِينَ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
2,136,22,مِنْ,من,النَّبِيُّونَ,رَبِّهِمْ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
2,137,4,مَا,ما,بِمِثْلِ,آمَنْتُمْ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
2,138,5,مِنَ,من,أَحْسَنُ,اللَّهِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
2,140,3,إِنَّ,إن,تَقُولُونَ,إِبْرَاهِيمَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
2,140,24,مِنَ,من,عِنْدَهُ,اللَّهِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
2,141,6,مَا,ما,لَهَا,كَسَبَتْ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
2,141,9,مَا,ما,وَلَكُمْ,كَسَبْتُمْ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
2,142,3,مِنَ,من,السُّفَهَاءُ,النَّاسِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
2,142,17,مَنْ,من,يَهْدِي,يَشَاءُ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#3
2,143,19,إِلَّا,إلا,عَلَيْهَا,لِنَعْلَمَ,HARF,HARF,,Certificate,False,MASAQ:106
2,143,21,مَنْ,من,لِنَعْلَمَ,يَتَّبِعُ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#3
2,143,31,إِلَّا,إلا,لَكَبِيرَةً,عَلَى,HARF,HARF,,Certificate,False,MASAQ:106
2,143,41,إِنَّ,إن,إِيمَانَكُمْ,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
2,144,28,مِنْ,من,الْحَقُّ,رَبِّهِمْ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
2,145,8,مَا,ما,آيَةٍ,تَبِعُوا,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
2,145,23,مِنْ,من,أَهْوَاءَهُمْ,بَعْدِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
2,145,25,مَا,ما,بَعْدِ,جَاءَكَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
2,145,27,مِنَ,من,جَاءَكَ,الْعِلْمِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
2,147,2,مِنْ,من,الْحَقُّ,رَبِّكَ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
2,147,6,مِنَ,من,تَكُونَنَّ,الْمُمْتَرِينَ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
2,148,14,إِنَّ,إن,جَمِيعَاً,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
2,149,11,مِنْ,من,لَلْحَقُّ,رَبِّكَ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
2,150,20,إِلَّا,إلا,حُجَّةٌ,الَّذِينَ,HARF,HARF,,Certificate,False,MASAQ:106
2,151,14,مَا,ما,وَيُعَلِّمُكُمْ,لَمْ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
2,153,7,إِنَّ,إن,وَالصَّلَاةِ,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
2,155,3,مِنَ,من,بِشَيْءٍ,الْخَوْفِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
2,155,7,مِنَ,من,وَنَقْصٍ,الْأَمْوَالِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
2,157,4,مِنْ,من,صَلَوَاتٌ,رَبِّهِمْ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
2,158,1,إِنَّ,إن,,الصَّفَا,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
2,158,4,مِنْ,من,وَالْمَرْوَةَ,شَعَائِرِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
2,158,15,أَنْ,أن,عَلَيْهِ,يَطَّوَّفَ,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
2,159,1,إِنَّ,إن,,الَّذِينَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
2,159,4,مَا,ما,يَكْتُمُونَ,أَنْزَلْنَا,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
2,159,6,مِنَ,من,أَنْزَلْنَا,الْبَيِّنَاتِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
2,159,9,مِنْ,من,وَالْهُدَى,بَعْدِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
2,159,11,مَا,ما,بَعْدِ,بَيَّنَّاهُ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
2,160,1,إِلَّا,إلا,,الَّذِينَ,HARF,HARF,,Certificate,False,MASAQ:106
2,161,1,إِنَّ,إن,,الَّذِينَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
2,163,6,إِلَّا,إلا,إِلَهَ,هُوَ,HARF,HARF,,Certificate,False,MASAQ:106
2,164,1,إِنَّ,إن,,فِي,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
2,164,14,بِمَا,بما,الْبَحْرِ,يَنْفَعُ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,True,MASAQ:48
2,164,20,مِنَ,من,اللَّهُ,السَّمَاءِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
2,164,22,مِنْ,من,السَّمَاءِ,مَاءٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
2,164,31,مِنْ,من,فِيهَا,كُلِّ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
2,165,3,مَنْ,من,النَّاسِ,يَتَّخِذُ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#3
2,165,5,مِنْ,من,يَتَّخِذُ,دُونِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
2,165,6,دُونِ,دون,مِنْ,اللَّهِ,ISM_MUARAB,ISM_MUARAB,,Certificate,False,MASAQ:310
2,165,24,أَنَّ,أن,الْعَذَابَ,الْقُوَّةَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/copulative_particle.json#2
2,166,5,مِنَ,من,اتُّبِعُوا,الَّذِينَ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
2,167,5,أَنَّ,أن,لَوْ,لَنَا,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/copulative_particle.json#2
2,167,22,مِنَ,من,بِخَارِجِينَ,النَّارِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
2,169,9,مَا,ما,اللَّهِ,لَا,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
2,170,5,مَا,ما,اتَّبِعُوا,أَنْزَلَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
2,170,11,مَا,ما,نَتَّبِعُ,أَلْفَيْنَا,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
2,171,7,بِمَا,بما,يَنْعِقُ,لَا,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,True,MASAQ:48
2,171,10,إِلَّا,إلا,يَسْمَعُ,دُعَاءً,HARF,HARF,,Certificate,False,MASAQ:106
2,172,5,مِنْ,من,كُلُوا,طَيِّبَاتِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
2,172,7,مَا,ما,طَيِّبَاتِ,رَزَقْنَاكُمْ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
2,172,11,إِنْ,إن,لِلَّهِ,كُنْتُمْ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/conditional_letters_tools.json#1
2,173,15,غَيْرَ,غير,اضْطُرَّ,بَاغٍ,ISM_MUARAB,ISM_MUARAB,,Certificate,False,MASAQ:870
2,173,22,إِنَّ,إن,عَلَيْهِ,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
2,174,1,إِنَّ,إن,,الَّذِينَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
2,174,4,مَا,ما,يَكْتُمُونَ,أَنْزَلَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
2,174,7,مِنَ,من,اللَّهُ,الْكِتَابِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
2,174,14,مَا,ما,أُولَئِكَ,يَأْكُلُونَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
2,174,18,إِلَّا,إلا,بُطُونِهِمْ,النَّارَ,HARF,HARF,,Certificate,False,MASAQ:106
2,177,3,أَنْ,أن,الْبِرَّ,تُوَلُّوا,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
2,177,11,مَنْ,من,الْبِرَّ,آمَنَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#3
2,178,18,مِنْ,من,لَهُ,أَخِيهِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
2,178,28,مِنْ,من,تَخْفِيفٌ,رَبِّكُمْ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
2,180,7,إِنْ,إن,الْمَوْتُ,تَرَكَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/conditional_letters_tools.json#1
2,181,10,إِنَّ,إن,يُبَدِّلُونَهُ,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
2,182,3,مِنْ,من,خَافَ,مُوصٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
2,182,13,إِنَّ,إن,عَلَيْهِ,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
2,183,11,مِنْ,من,الَّذِينَ,قَبْلِكُمْ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
2,184,11,مِنْ,من,فَعِدَّةٌ,أَيَّامٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
2,184,30,إِنْ,إن,لَكُمْ,كُنْتُمْ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/conditional_letters_tools.json#1
2,185,10,مِنَ,من,وَبَيِّنَاتٍ,الْهُدَى,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
2,185,25,مِنْ,من,فَعِدَّةٌ,أَيَّامٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
2,185,41,مَا,ما,عَلَى,هَدَاكُمْ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
2,187,27,مَا,ما,وَابْتَغُوا,كَتَبَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
2,187,33,حَتَّى,حتى,وَاشْرَبُوا,يَتَبَيَّنَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/preposition_meanings.json#48
2,187,38,مِنَ,من,الْأَبْيَضُ,الْخَيْطِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
2,187,41,مِنَ,من,الْأَسْوَدِ,الْفَجْرِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
2,188,12,مِنْ,من,فَرِيقَاً,أَمْوَالِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
2,189,14,مِنْ,من,الْبُيُوتَ,ظُهُورِهَا,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
2,189,18,مَنِ,من,الْبِرَّ,اتَّقَى,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,True,MASAQ:3539
2,189,22,مِنْ,من,الْبُيُوتَ,أَبْوَابِهَا,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
2,190,9,إِنَّ,إن,تَعْتَدُوا,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
2,191,5,مِنْ,من,وَأَخْرِجُوهُمْ,حَيْثُ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
2,191,10,مِنَ,من,أَشَدُّ,الْقَتْلِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
2,191,17,حَتَّى,حتى,الْحَرَامِ,يُقَاتِلُوكُمْ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/preposition_meanings.json#48
2,193,2,حَتَّى,حتى,وَقَاتِلُوهُمْ,لَا,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/preposition_meanings.json#48
2,193,13,إِلَّا,إلا,عُدْوَانَ,عَلَى,HARF,HARF,,Certificate,False,MASAQ:106
2,194,13,مَا,ما,بِمِثْلِ,اعْتَدَى,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
