word,count,pred,truth,category
يَتَوَلَّهُمْ,3,يتول | هم,ي | تول | هم,too_few_segments
وَلَعِبَاً,3,و | ل | عب | ا,و | لعب | ا,too_many_segments
أُنَبِّئُكُمْ,3,أنبئ | كم,أ | نبئ | كم,too_few_segments
يَدَاهُ,3,ي | داه,يد | ا | ه,too_few_segments
مَكَّنَّاهُمْ,3,مك | نا | هم,مكن | نا | هم,wrong_content
انْظُرُوا,3,ا | ن | ظر | وا,ا | نظر | وا,too_many_segments
فَاطِرِ,3,ف | اطر,فاطر,too_many_segments
يَفْقَهُوهُ,3,ي | فقهو | ه,ي | فقه | و | ه,too_few_segments
حَيَاتُنَا,3,حي | ات | نا,حيا | ة | نا,wrong_content
وَلَهْوٌ,3,و | ل | هو,و | لهو,too_many_segments
أَتَاكُمْ,3,أ | تا | كم,أتا | كم,too_many_segments
فَرِحُوا,3,ف | رح | وا,فرح | وا,too_many_segments
وَغَرَّتْهُمُ,3,و | غرت | هم,و | غر | ت | هم,too_few_segments
لِلَّذِي,3,ل | الذي,ل | لذي,wrong_content
وَذُرِّيَّاتِهِمْ,3,و | ذري | ات | هم,و | ذر | ي | ات | هم,too_few_segments
تَقْدِيرُ,3,ت | قدير,تقدير,too_many_segments
فَصَّلْنَا,3,ف | صل | نا,فصل | نا,too_many_segments
وَالزَّيْتُونَ,3,و | ال | زيت | ون,و | ال | زيتون,too_many_segments
وَتَمَّتْ,3,و | تمت,و | تم | ت,too_few_segments
ذُرِّيَّةِ,3,ذري | ة,ذر | ي | ة,too_few_segments
أَجِدُ,3,أجد,أ | جد,too_few_segments
وَصَّاكُمْ,3,و | صا | كم,وصا | كم,too_many_segments
لَكُنَّا,3,لكن | نا,ل | كن | نا,too_few_segments
خَفَّتْ,3,خفت,خف | ت,too_few_segments
لِبَاسَاً,3,ل | باس | ا,لباس | ا,too_many_segments
وَنَزَعْنَا,3,و | ن | زع | نا,و | نزع | نا,too_many_segments
وَيَبْغُونَهَا,3,و | ي | بغون | ها,و | ي | بغ | ون | ها,too_few_segments
لَهْوَاً,3,ل | هو | ا,لهو | ا,too_many_segments
لَنَرَاكَ,3,لنرا | ك,ل | ن | را | ك,too_few_segments
فَأْتِنَا,3,فأ | ت | نا,ف | أت | نا,wrong_content
سَمَّيْتُمُوهَا,3,سمي | تمو | ها,سمي | تم | و | ها,too_few_segments
فَانْتَظِرُوا,3,ف | انتظر | وا,ف | ا | نتظر | وا,too_few_segments
تَمَسُّوهَا,3,ت | مسو | ها,ت | مس | و | ها,too_few_segments
أَبْلَغْتُكُمْ,3,أبلغ | ة | كم,أبلغ | ت | كم,wrong_content
لَخَاسِرُونَ,3,لخاسر | ون,ل | خاسر | ون,too_few_segments
يَدَهُ,3,يده,يد | ه,too_few_segments
وَاصْبِرُوا,3,و | ا | صبر | وا,و | اصبر | وا,too_many_segments
ذُرِّيَّتَهُمْ,3,ذري | ة | هم,ذر | ي | ت | هم,too_few_segments
وُجُوهَهُمْ,3,و | جوه | هم,وجوه | هم,too_many_segments
تُغْنِ,3,تغن,ت | غن,too_few_segments
سَكِينَتَهُ,3,سكين | ة | ه,سكين | ت | ه,wrong_content
تَرَوْهَا,3,ترو | ها,ت | ر | و | ها,too_few_segments
فَرِحُونَ,3,ف | رح | ون,فرح | ون,too_many_segments
تَقُومَ,3,تقوم,ت | قوم,too_few_segments
أَتَاهَا,3,أ | تا | ها,أتا | ها,too_many_segments
نَتَوَفَّيَنَّكَ,3,نتوفين | ك,ن | توفي | ن | ك,too_few_segments
لَحَقٌّ,3,لحق,ل | حق,too_few_segments
يَرَوُا,3,ي | روا,ي | ر | وا,too_few_segments
لِتَكُونَ,3,ل | ت | كون,L | تكون,too_many_segments
فَعَلْتَ,3,ف | عل | ت,فعل | ت,too_many_segments
يَهْتَدِي,3,ي | هتد | ي,ي | هتدي,too_many_segments
فُصِّلَتْ,3,ف | صل | ت,فصل | ت,too_many_segments
اسْتَغْفِرُوا,3,استغفر | وا,ا | ستغفر | وا,too_few_segments
أَرَاكُمْ,3,أرا | كم,أ | را | كم,too_few_segments
فَطَرَنِي,3,ف | طر | ني,فطر | ن | ي,wrong_content
لَعْنَةً,3,ل | عن | ة,لعن | ة,too_many_segments
فَعَقَرُوهَا,3,ف | عقرو | ها,ف | عقر | و | ها,too_few_segments
الْقَوِيُّ,3,ال | قوي,ال | قوى,wrong_content
تَأْوِيلِ,3,ت | أويل,تأويل,too_many_segments
لَحَافِظُونَ,3,لحافظ | ون,ل | حافظ | ون,too_few_segments
بِتَأْوِيلِهِ,3,ب | ت | أويل | ه,ب | تأويل | ه,too_many_segments
انْقَلَبُوا,3,ا | ن | قلب | وا,انقلب | وا,too_many_segments
أَدْعُو,3,أدعو,أ | دعو,too_few_segments
تَرَوْنَهَا,3,ترون | ها,ت | ر | ون | ها,too_few_segments
وَيَسْتَعْجِلُونَكَ,3,و | ي | ستعجلونك,و | ي | ستعجل | ون | ك,too_few_segments
يَدْخُلُونَهَا,3,ي | دخلون | ها,ي | دخل | ون | ها,too_few_segments
أَنَابَ,3,أ | ناب,أناب,too_many_segments
وُعِدَ,3,و | عد,وعد,too_many_segments
وَعِيدِ,3,و | عيد,وعيد,too_many_segments
لَمَجْنُونٌ,3,ل | مجن | ون,ل | مجنون,too_many_segments
لَقَالُوا,3,لقال | وا,ل | قال | وا,too_few_segments
وَأَنْبَتْنَا,3,و | أنب | ت | نا,و | أنبت | نا,too_many_segments
مَسْنُونٍ,3,مسن | ون,مسنون,too_many_segments
تَمِيدَ,3,تميد,ت | ميد,too_few_segments
وَلَنَجْزِيَنَّهُمْ,3,و | لنجزين | هم,و | ل | ن | جزي | ن | هم,too_few_segments
دُونِي,3,دو | ني,دون | ي,wrong_content
عُلُوَّاً,3,عل | وا,علو | ا,wrong_content
سُنْدُسٍ,3,س | ندس,سندس,too_many_segments
أَظُنُّ,3,أظن,أ | ظن,too_few_segments
سَتَجِدُنِي,3,س | تجد | ني,س | ت | جد | ن | ي,too_few_segments
فَانْطَلَقَا,3,ف | انطلقا,ف | انطلق | ا,too_few_segments
وَكَانَتِ,3,و | كانت,و | كان | ت,too_few_segments
لَغْوَاً,3,ل | غو | ا,لغو | ا,too_many_segments
وَاصْطَبِرْ,3,و | ا | صطبر,و | اصطبر,too_many_segments
آتِيكُمْ,3,آتي | كم,آ | تي | كم,too_few_segments
أَدُلُّكُمْ,3,أدل | كم,أ | دل | كم,too_few_segments
فَقُولَا,3,ف | قولا,ف | قول | ا,too_few_segments
الْمَلِكُ,3,ال | ملك,الملك,too_many_segments
مَسَاكِنِهِمْ,3,مسا | كن | هم,مساكن | هم,too_many_segments
آلِهَتَكُمْ,3,آله | ة | كم,آله | ت | كم,wrong_content
نُذِقْهُ,3,نذق | ه,ن | ذق | ه,too_few_segments
أُخْرِجُوا,3,أخرج | وا,اخرج | وا,wrong_content
يُكَذِّبُوكَ,3,ي | كذبو | ك,ي | كذب | و | ك,too_few_segments
لَقَادِرُونَ,3,لقادر | ون,ل | قادر | ون,too_few_segments
انْصُرْنِي,3,انصر | ني,ا | نصر | ن | ي,too_few_segments
كَذَّبُونِ,3,كذب | ون,كذب | و | ن,too_few_segments
وَرَائِهِمْ,3,و | رائ | هم,ورائ | هم,too_many_segments
يَضَعْنَ,3,يضعن,ي | ضع | ن,too_few_segments
يُلْقَى,3,ي | لقى,ي | يلقى,wrong_content
سَيَهْدِينِ,3,س | ي | هد | ين,س | ي | هدي | ن,wrong_content
وَنَجِّنِي,3,و | نج | ني,و | نج | ن | ي,too_few_segments
الْمَشْحُونِ,3,ال | مشح | ون,ال | مشحون,too_many_segments
وَلَّى,3,و | لى,ولى,too_many_segments
أُلْقِيَ,3,ألق | ي,ألقي | ت,wrong_content
وَلَيَعْلَمَنَّ,3,و | ليعلمن,و | ل | ي | علم | ن,too_few_segments
جَنَّتَانِ,3,جنتان,جن | ت | ان,too_few_segments
أَهُمْ,3,أهم,أ | هم,too_few_segments
فَتَوَلَّ,3,ف | ت | ول,ف | تول,too_many_segments
جَاءُوهَا,3,جاءو | ها,جاء | و | ها,too_few_segments
خَزَنَتُهَا,3,خزن | ة | ها,خزن | ت | ها,wrong_content
يَوْمَهُمُ,3,ي | وم | هم,يوم | هم,too_many_segments
فَأَصْلِحُوا,3,ف | أصلح | وا,ف | أ | صلح | وا,too_few_segments
أَفَرَأَيْتُمُ,3,أ | فرأي | تم,أ | ف | رأي | تم,too_few_segments
الْمِسْكِينِ,3,ال | مسك | ين,ال | مسكين,too_many_segments
يَرَهُ,3,يره,ي | ر | ه,too_few_segments
أَأَنْذَرْتَهُمْ,2,أ | أنذر | ة | هم,أ | أنذر | ت | هم,wrong_content
يَكْذِبُونَ,2,ي | كذب | ون,ي | كذب | و | ن,too_few_segments
وَقُودُهَا,2,و | قود | ها,وقود | ها,too_many_segments
وَيُفْسِدُونَ,2,و | ي | فسد | ون,و | ي | فسد | و | ن,too_few_segments
تَقْرَبَا,2,ت | قربا,ت | قرب | ا,too_few_segments
فَتَكُونَا,2,ف | ت | كو | نا,ف | ت | كون | ا,wrong_content
كَانَا,2,كا | نا,كان | ا,wrong_content
وَأَنِّي,2,و | أن | ني,و | أن | ي,wrong_content
فَضَّلْتُكُمْ,2,ف | ضل | ت | كم,فضل | ت | كم,too_many_segments
فَاقْتُلُوا,2,ف | اقتل | وا,ف | ا | قتل | وا,too_few_segments
ظَلَمُونَا,2,ظلمو | نا,ظلم | و | نا,too_few_segments
اثْنَتَا,2,اثنتا,اثن | ت | ا,too_few_segments
فَادْعُ,2,ف | ادع,ف | ا | دع,too_few_segments
تَشَابَهَ,2,تشاب | ه,تشابه,too_many_segments
لَمُهْتَدُونَ,2,لمهتد | ون,ل | مهتد | ون,too_few_segments
تَمَسَّنَا,2,تمس | نا,ت | مس | نا,too_few_segments
بِرَحْمَتِهِ,2,ب | رحم | ة | ه,ب | رحم | ت | ه,wrong_content
تَجِدُوهُ,2,تجدو | ه,ت | جد | و | ه,too_few_segments
لَيْسَتِ,2,ليست,ليس | ت,too_few_segments
يَدْخُلُوهَا,2,ي | دخلو | ها,ي | دخل | و | ها,too_few_segments
وَاجْعَلْنَا,2,و | اجعل | نا,و | ا | جعل | نا,too_few_segments
تَمُوتُنَّ,2,ت | مو | تن,ت | موت | ن,wrong_content
وَحَيْثُمَا,2,و | حيثما,و | ما | حيث,too_few_segments
يَعْرِفُونَهُ,2,ي | عرفون | ه,ي | عرف | ون | ه,too_few_segments
فَاسْتَبِقُوا,2,ف | استبق | وا,ف | ا | ستبق | وا,too_few_segments
تَخْشَوْهُمْ,2,ت | خشو | هم,ت | خش | و | هم,too_few_segments
أَمْوَاتٌ,2,أمو | ات,أموات,too_many_segments
وَلَنَبْلُوَنَّكُمْ,2,و | لنبلون | كم,و | ل | ن | بلو | ن | كم,too_few_segments
أَصَابَتْهُمْ,2,أصاب | ت | هم,أصاب | ت | كم,wrong_content
تَطَوَّعَ,2,ت | طوع,تطوع,too_many_segments
وَتَصْرِيفِ,2,و | ت | صريف,و | تصريف,too_many_segments
يَتَّخِذُ,2,يتخذ,ي | تخذ,too_few_segments
تَبَرَّأَ,2,ت | برأ,تبرأ,too_many_segments
وَالْمَسَاكِينَ,2,و | ال | مساك | ين,و | ال | مساكين,too_many_segments
فَلْيَسْتَجِيبُوا,2,فليستجيب | وا,ف | ل | ي | ستجيب | وا,too_few_segments
قَاتَلُوكُمْ,2,قاتلو | كم,قاتل | و | كم,too_few_segments
وَقَاتِلُوهُمْ,2,و | قاتلو | هم,و | قاتل | و | هم,too_few_segments
صَدَقَةٍ,2,صدق | ة,صدقة,too_many_segments
أَفَضْتُمْ,2,أ | فض | تم,أفض | تم,too_many_segments
وَقِنَا,2,و | قنا,و | ق | نا,too_few_segments
تَأَخَّرَ,2,ت | أخر,تأخر,too_many_segments
اتَّقِ,2,اتق,ا | تق,too_few_segments
يَزَالُونَ,2,ي | زال | ون,ي | زال | و | ن,too_few_segments
يَتَرَبَّصْنَ,2,يتربصن,ي | تربص | ن,too_few_segments
يَتَعَدَّ,2,يتعد,ي | تعد,too_few_segments
فَبَلَغْنَ,2,ف | بلغن,ف | بلغ | ن,too_few_segments
تَعْضُلُوهُنَّ,2,ت | عضلو | هن,ت | عضل | و | هن,too_few_segments
يُوعَظُ,2,يوعظ,ي | وعظ,too_few_segments
أَرَدْتُمْ,2,أ | رد | تم,أرد | تم,too_many_segments
بَلَغْنَ,2,بلغن,بلغ | ن,too_few_segments
فَعَلْنَ,2,ف | علن,فعل | ن,wrong_content
أَنْفُسِهِنَّ,2,أنفس | هن,أنفس | ه | ن,too_few_segments
طَلَّقْتُمُوهُنَّ,2,طلق | تمو | هن,طلق | تم | و | هن,too_few_segments
فَرَضْتُمْ,2,ف | رض | تم,فرض | تم,too_many_segments
وَصِيَّةً,2,و | صي | ة,وصي | ة,too_many_segments
فَيُضَاعِفَهُ,2,ف | يضاعف | ه,ف | ي | ضاعف | ه,too_few_segments
الْمَلَإِ,2,ال | ملإ,ال | ملأ,wrong_content
نَبِيُّهُمْ,2,ن | ب | ي | هم,نبي | هم,too_many_segments
يُؤْتَ,2,يؤ | ت,ي | ؤت,wrong_content
أَفْرِغْ,2,أفرغ,أ | فرغ,too_few_segments
وَانْصُرْنَا,2,و | انصر | نا,و | ا | نصر | نا,too_few_segments
لَفَسَدَتِ,2,لفسدت,ل | فسد | ت,too_few_segments
اسْتَمْسَكَ,2,استمس | ك,استمسك,too_many_segments
أَرِنِي,2,أر | ني,أ | ر | ن | ي,too_few_segments
مَنَّاً,2,من | ا,من | نا,wrong_content
ذُرِّيَّةٌ,2,ذري | ة,ذر | ي | ة,too_few_segments
يَعِدُكُمُ,2,يعد | كم,ي | عد | كم,too_few_segments
يَعِدُكُمْ,2,يعد | كم,ي | عد | كم,too_few_segments
تُبْتُمْ,2,ت | بتم,تب | تم,wrong_content
تُوَفَّى,2,توفى,توفي,wrong_content
يَأْبَ,2,يأب,ي | أب,too_few_segments
وَلْيَتَّقِ,2,وليتق,و | ل | ي | تق,too_few_segments
تَأْوِيلَهُ,2,ت | أويل | ه,تأويل | ه,too_many_segments
فِئَتَيْنِ,2,فئت | ين,فئ | ت | ين,too_few_segments
بِيَدِكَ,2,ب | يدك,ب | يد | ك,too_few_segments
فَاتَّبِعُونِي,2,ف | اتبعو | ني,ف | اتبع | و | ن | ي,too_few_segments
يُصَلِّي,2,ي | صل | ي,ي | صلي,too_many_segments
آيَتُكَ,2,آي | ة | ك,آي | ت | ك,wrong_content
تُكَلِّمَ,2,ت | ك | لم,ت | كلم,too_many_segments
نُوحِيهِ,2,نوحي | ه,ن | وحي | ه,too_few_segments
وَجِيهَاً,2,و | جيه | ا,وجيه | ا,too_many_segments
يَمْسَسْنِي,2,ي | مسس | ني,ي | مسس | ن | ي,too_few_segments
كَهَيْئَةِ,2,كهيئ | ة,ك | هيئ | ة,too_few_segments
الْأَكْمَهَ,2,ال | أكم | ه,ال | أكمه,too_many_segments
يَدَيَّ,2,ي | دي,يد | ي,wrong_content
بِأَنَّا,2,ب | أنا,ب | أن | نا,too_few_segments
فَاكْتُبْنَا,2,ف | اكتب | نا,ف | ا | كتب | نا,too_few_segments
لَعْنَتَ,2,لعنت,لعن | ة,too_few_segments
بِيَدِ,2,بيد,ب | يد,too_few_segments
الْأُمِّيِّينَ,2,ال | أمي | ين,ال | أم | ي | ين,too_few_segments
ازْدَادُوا,2,ا | زداد | وا,ازداد | وا,too_many_segments
عَنِتُّمْ,2,عن | تم,عنت | تم,wrong_content
تَسُؤْهُمْ,2,تسؤ | هم,ت | سؤ | هم,too_few_segments
هَمَّتْ,2,همت,هم | ت,too_few_segments
طَائِفَتَانِ,2,طائفتان,طائف | ت | ان,too_few_segments
فَسِيرُوا,2,ف | س | ير | وا,ف | سير | وا,too_many_segments
أَفَإِنْ,2,أفإن,أ | ف | أن,too_few_segments
انْقَلَبْتُمْ,2,ا | ن | قلب | تم,انقلب | تم,too_many_segments
وَمَأْوَاهُمُ,2,و | مأ | وا | هم,و | مأوا | هم,too_many_segments
مُتُّمْ,2,متم,مت | تم,too_few_segments
فَاعْفُ,2,ف | اعف,ف | ا | عف,too_few_segments
فَتَوَكَّلْ,2,ف | ت | وكل,ف | توكل,too_many_segments
نَافَقُوا,2,ن | افق | وا,نافق | وا,too_many_segments
يَجْتَبِي,2,ي | جتب | ي,ي | جتبي,too_many_segments
فَقِيرٌ,2,ف | قير,فقير,too_many_segments
فَازَ,2,ف | از,فاز,too_many_segments
لَأُكَفِّرَنَّ,2,لأكفرن,ل | أ | كفر | ن,too_few_segments
فَقِيرَاً,2,ف | قير | ا,فقير | ا,too_many_segments
تَرَكُوا,2,ت | رك | وا,ترك | وا,too_many_segments
أَبَوَاهُ,2,أب | وا | ه,أبو | ا | ه,wrong_content
تَرَكْتُمْ,2,ت | رك | تم,ترك | تم,too_many_segments
أُخْتٌ,2,أخت,أخ | ت,too_few_segments
فَآتُوهُنَّ,2,ف | آتو | هن,ف | آت | و | هن,too_few_segments
وَيَتُوبَ,2,و | يتوب,و | ي | توب,too_few_segments
وَيُؤْتِ,2,و | يؤ | ت,و | ي | ؤت,wrong_content
تَضِلُّوا,2,تضل | وا,ت | ضل | وا,too_few_segments
بِأَلْسِنَتِهِمْ,2,ب | ألسن | ة | هم,ب | ألسن | ت | هم,wrong_content
يُزَكِّي,2,ي | زك | ي,ي | زكي,too_many_segments
لَوَجَدُوا,2,لوجد | وا,ل | وجد | وا,too_few_segments
تُقَاتِلُونَ,2,ت | قاتل | ون,ت | قاتل | و | ن,too_few_segments
فَمَالِ,2,ف | مال,ف | ما | ل,too_few_segments
رُدُّوهَا,2,ردو | ها,رد | و | ها,too_few_segments
لَيَجْمَعَنَّكُمْ,2,ليجمعن | كم,ل | ي | جمع | ن | كم,too_few_segments
