sura,verse,word_no,word,pred,truth,truth_raw,truth_tags,n_pred,n_truth,category
2,148,7,أَيْنَمَا,أينما,أين | ما,أين | ما,INTERROG_PRON | OTHER,1,2,too_few_segments
2,148,10,يَأْتِ,يأ | ت,ي | أت,ي | أت,IMPERF_PREF | IV,2,2,wrong_content
2,150,9,وَحَيْثُمَا,و | حيثما,و | ما | حيث,و | ما | حيث,CONJ | OTHER | ADV,2,3,too_few_segments
2,150,13,وُجُوهَكُمْ,و | جوه | كم,وجوه | كم,وجوه | كم,NOUN_CONCRETE | POSS_PRON,3,2,too_many_segments
2,150,15,لِئَلَّا,ل | ئلا,ل | ئ | لا,ل | ئ | لا,PREP | INF_SUBJUNC_PART | OTHER,2,3,too_few_segments
2,150,25,تَخْشَوْهُمْ,ت | خشو | هم,ت | خش | و | هم,ت | خش | و | هم,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
2,150,26,وَاخْشَوْنِي,و | اخشو | ني,و | ا | خش | و | ن | ي,و | ا | خش | و | ن | ي,CONJ | CV_PREF | CV | SUBJ_PRON | PROTECT_NUN | OBJ_PRON,3,6,too_few_segments
2,150,27,وَلِأُتِمَّ,و | ل | أتم,و | ل | أ | تم,و | ل | أ | تم,CONJ | PREP | IMPERF_PREF | IV,3,4,too_few_segments
2,150,28,نِعْمَتِي,ن | عمت | ي,نعم | ت | ي,نعم | ت | ي,NOUN_ABSTRACT | NSUFF_FEM_SG | POSS_PRON,3,3,wrong_content
2,150,31,تَهْتَدُونَ,ت | هتد | ون,ت | هتد | و | ن,ت | هتد | و | ن,IMPERF_PREF | IV | SUBJ_PRON | NOON_V5,3,4,too_few_segments
2,152,1,فَاذْكُرُونِي,ف | اذكرو | ني,ف | اذكر | و | ن | ي,ف | اذكر | و | ن | ي,CONJ | CV | SUBJ_PRON | PROTECT_NUN | OBJ_PRON,3,5,too_few_segments
2,152,2,أَذْكُرْكُمْ,أذكر | كم,أ | ذكر | كم,أ | ذكر | كم,IMPERF_PREF | IV | OBJ_PRON,2,3,too_few_segments
2,154,8,أَمْوَاتٌ,أمو | ات,أموات,أموات,ADJ_QUALIT,2,1,too_many_segments
2,155,1,وَلَنَبْلُوَنَّكُمْ,و | لنبلون | كم,و | ل | ن | بلو | ن | كم,و | ل | ن | بلو | ن | كم,CONJ | OTHER | IMPERF_PREF | IV | EMPHATIC_NUN | OBJ_PRON,3,6,too_few_segments
2,156,3,أَصَابَتْهُمْ,أصاب | ت | هم,أصاب | ت | كم,أصاب | ت | كم,PV | SUFF_FEM_TA | OBJ_PRON,3,3,wrong_content
2,157,7,وَأُولَئِكَ,و | أولئك,W | أولئك,W | أولئك,CONJ | REL_PRON,2,2,wrong_content
2,158,16,يَطَّوَّفَ,يطوف,ي | طوف,ي | طوف,IMPERF_PREF | IV,1,2,too_few_segments
2,158,19,تَطَوَّعَ,ت | طوع,تطوع,تطوع,PV,2,1,too_many_segments
2,160,3,تَابُوا,ت | اب | وا,تاب | وا,تاب | وا,PV | SUBJ_PRON,3,2,too_many_segments
2,164,28,مَوْتِهَا,مو | ت | ها,موت | ها,موت | ها,GERUND | POSS_PRON,3,2,too_many_segments
2,164,34,وَتَصْرِيفِ,و | ت | صريف,و | تصريف,و | تصريف,CONJ | GERUND,3,2,too_many_segments
2,165,4,يَتَّخِذُ,يتخذ,ي | تخذ,ي | تخذ,IMPERF_PREF | IV,1,2,too_few_segments
2,165,9,يُحِبُّونَهُمْ,ي | حبون | هم,ي | حب | ون | هم,ي | حب | ون | هم | None | None,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON | None | None,3,4,too_few_segments
2,165,10,كَحُبِّ,كحب,ك | حب,ك | حب,PREP | GERUND,1,2,too_few_segments
2,165,18,يَرَى,يرى,ي | ري,ي | ري,IMPERF_PREF | IV,1,2,too_few_segments
2,165,22,يَرَوْنَ,ي | رون,ي | ر | ون,ي | ر | ون | None | None,IV3MP | IV | IVSUFF_SUBJ:MP_MOOD:I | None | None,2,3,too_few_segments
2,166,2,تَبَرَّأَ,ت | برأ,تبرأ,تبرأ,PV,2,1,too_many_segments
2,167,8,فَنَتَبَرَّأَ,ف | نتبرأ,ف | ن | تبرأ,ف | ن | تبرأ,CONJ | IMPERF_PREF | IV,2,3,too_few_segments
2,170,10,نَتَّبِعُ,نتبع,ن | تبع,ن | تبع,IMPERF_PREF | IV,1,2,too_few_segments
2,170,15,أَوَلَوْ,أولو,أول | و,أول | و | None | None,NOUN_CONCRETE | NSUFF_MASC_PL_NOM | None | None,1,2,too_few_segments
2,171,4,كَمَثَلِ,كمثل,ك | مثل,ك | مثل,PREP | NOUN_ABSTRACT,1,2,too_few_segments
2,177,4,تُوَلُّوا,تول | وا,ت | ول | وا,ت | ول | وا,IMPERF_PREF | IV | SUBJ_PRON,2,3,too_few_segments
2,177,5,وُجُوهَكُمْ,و | جوه | كم,وجوه | كم,وجوه | كم,NOUN_CONCRETE | POSS_PRON,3,2,too_many_segments
2,177,23,ذَوِي,ذوي,ذو | ي,ذو | ي,NOUN_CONCRETE | NSUFF_MASC_PL_ACC,1,2,too_few_segments
2,177,26,وَالْمَسَاكِينَ,و | ال | مساك | ين,و | ال | مساكين,و | ال | مساكين | (null),CONJ | DET | ADJ_INTENS | CASE_DEF_GEN,4,3,too_many_segments
2,177,49,وَأُولَئِكَ,و | أولئك,W | أولئك,W | أولئك,CONJ | REL_PRON,2,2,wrong_content
2,178,21,فَاتِّبَاعٌ,فاتباع,ف | اتباع,ف | اتباع,CONJ | GERUND,1,2,too_few_segments
2,181,3,بَعْدَمَا,بعدما,بعد | ما,بعد | ما,ADV | REL_PRON,1,2,too_few_segments
2,181,9,يُبَدِّلُونَهُ,ي | بدلون | ه,ي | بدل | و | ن | ه,ي | بدل | و | ن | ه,IMPERF_PREF | IV | SUBJ_PRON | NOON_V5 | OBJ_PRON,3,5,too_few_segments
2,184,1,أَيَّامَاً,أيا | ما,أيام | ا,أيام | ا,NOUN_ABSTRACT | CASE_INDEF_ACC,2,2,wrong_content
2,184,16,يُطِيقُونَهُ,يطيقون | ه,ي | طيق | ون | ه,ي | طيق | ون | ه | None | None,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON | None | None,2,4,too_few_segments
2,184,19,مِسْكِينٍ,مسك | ين,مسكين,مسكين | (null),ADJ_INTENS | CASE_INDEF_NOM,2,1,too_many_segments
2,184,21,تَطَوَّعَ,ت | طوع,تطوع,تطوع,PV,2,1,too_many_segments
2,185,17,فَلْيَصُمْهُ,فليصم | ه,ف | ل | ي | صم | ه,ف | ل | ي | صم | ه,OTHER | CV_PREF | IMPERF_PREF | IV | OBJ_PRON,2,5,too_few_segments
2,185,44,تَشْكُرُونَ,ت | شكر | ون,ت | شكر | و | ن,ت | شكر | و | ن,IMPERF_PREF | IV | SUBJ_PRON | NOON_V5,3,4,too_few_segments
2,186,5,فَإِنِّي,ف | أن | ني,ف | أن | ي,ف | أن | ي | None,CONJ | ANNUL_PART | POSS_PRON | None,3,3,wrong_content
2,186,7,أُجِيبُ,أجيب,أ | جيب,أ | جيب,IMPERF_PREF | IV,1,2,too_few_segments
2,186,11,دَعَانِ,دعان,دعا | ن,دعا | ن | None,PV | PROTECT_NUN | None,1,2,too_few_segments
2,186,12,فَلْيَسْتَجِيبُوا,فليستجيب | وا,ف | ل | ي | ستجيب | وا,ف | ل | ي | ستجيب | وا,CONJ | OTHER | IMPERF_PREF | IV | SUBJ_PRON,2,5,too_few_segments
2,186,14,وَلْيُؤْمِنُوا,وليؤمن | وا,و | ل | ي | ؤمن | وا,و | ل | ي | ؤمن | وا,CONJ | OTHER | IMPERF_PREF | IV | SUBJ_PRON,2,5,too_few_segments
2,186,15,بِي,ب | ي,B | ى,B | ى,PREP | POSS_PRON,2,2,wrong_content
2,187,25,بَاشِرُوهُنَّ,باشرو | هن,باشر | و | هن,باشر | و | هن,CV | SUBJ_PRON | OBJ_PRON,2,3,too_few_segments
2,187,34,يَتَبَيَّنَ,ي | تب | ين,ي | تبين,ي | تبين,IMPERF_PREF | IV,3,2,too_many_segments
2,187,44,أَتِمُّوا,أ | تم | وا,أتم | وا,أتم | وا,CV | SUBJ_PRON,3,2,too_many_segments
2,187,49,تُبَاشِرُوهُنَّ,ت | باشرو | هن,ت | باشر | و | هن,ت | باشر | و | هن,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
2,187,58,تَقْرَبُوهَا,ت | قربو | ها,ت | قرب | و | ها,ت | قرب | و | ها,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
2,188,11,فَرِيقَاً,ف | ريق | ا,فريق | ا,فريق | ا,NOUN_CONCRETE | CASE_INDEF_ACC,3,2,too_many_segments
2,189,1,يَسْأَلُونَكَ,ي | سألون | ك,ي | سأل | ون | ك,ي | سأل | ون | ك | None | None,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON | None | None,3,4,too_few_segments
2,189,20,وَأْتُوا,وأ | ت | وا,و | أت | وا,و | أت | وا,CONJ | PV | SUBJ_PRON,3,3,wrong_content
2,190,6,يُقَاتِلُونَكُمْ,ي | قاتلون | كم,ي | قاتل | ون | كم,ي | قاتل | ون | كم | None | None,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON | None | None,3,4,too_few_segments
2,191,1,وَاقْتُلُوهُمْ,و | اقتلو | هم,و | ا | قتل | و | هم,و | ا | قتل | و | هم,CONJ | CV_PREF | CV | SUBJ_PRON | OBJ_PRON,3,5,too_few_segments
2,191,4,وَأَخْرِجُوهُمْ,و | أخرجو | هم,و | أخرج | و | هم,و | أخرج | و | هم,CONJ | CV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
2,191,7,أَخْرَجُوكُمْ,أخرجو | كم,أخرج | و | كم,أخرج | و | كم,PV | SUBJ_PRON | OBJ_PRON,2,3,too_few_segments
2,191,13,تُقَاتِلُوهُمْ,ت | قاتلو | هم,ت | قاتل | و | هم,ت | قاتل | و | هم,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
2,191,18,يُقَاتِلُوكُمْ,ي | قاتلو | كم,ي | قاتل | و | كم,ي | قاتل | و | كم,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
2,191,21,قَاتَلُوكُمْ,قاتلو | كم,قاتل | و | كم,قاتل | و | كم,PV | SUBJ_PRON | OBJ_PRON,2,3,too_few_segments
2,191,22,فَاقْتُلُوهُمْ,ف | اقتلو | هم,ف | ا | قتل | و | هم,ف | ا | قتل | و | هم,OTHER | CV_PREF | CV | SUBJ_PRON | OBJ_PRON,3,5,too_few_segments
2,193,1,وَقَاتِلُوهُمْ,و | قاتلو | هم,و | قاتل | و | هم,و | قاتل | و | هم,CONJ | CV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
2,196,31,صَدَقَةٍ,صدق | ة,صدقة,صدقة,NOUN_ABSTRACT,2,1,too_many_segments
2,196,37,تَمَتَّعَ,ت | متع,تمتع,تمتع,PV,2,1,too_many_segments
2,197,5,فَرَضَ,ف | رض,فرض,فرض | (null),PV | PVSUFF_SUBJ:3MS,2,1,too_many_segments
2,197,11,فُسُوقَ,ف | سوق,فسوق,فسوق,GERUND,2,1,too_many_segments
2,198,10,أَفَضْتُمْ,أ | فض | تم,أفض | تم,أفض | تم,PV | SUBJ_PRON,3,2,too_many_segments
2,198,12,عَرَفَاتٍ,عرف | ات,عرفات,عرفات,NOUN_PROP,2,1,too_many_segments
2,198,18,وَاذْكُرُوهُ,و | اذكرو | ه,و | ا | ذكر | و | ه,و | ا | ذكر | و | ه,CONJ | CV_PREF | CV | SUBJ_PRON | OBJ_PRON,3,5,too_few_segments
2,200,6,كَذِكْرِكُمْ,كذكر | كم,ك | ذكر | كم,ك | ذكر | كم,PREP | GERUND | POSS_PRON,2,3,too_few_segments
2,201,12,وَقِنَا,و | قنا,و | ق | نا,و | ق | نا,CONJ | CV | SUBJ_PRON,2,3,too_few_segments
2,203,9,يَوْمَيْنِ,ي | وم | ين,يوم | ين,يوم | ين,NOUN_ABSTRACT | NSUFF_MASC_DU_GEN,3,2,too_many_segments
2,203,14,تَأَخَّرَ,ت | أخر,تأخر,تأخر,PV,2,1,too_many_segments
2,206,4,اتَّقِ,اتق,ا | تق,ا | تق,CV_PREF | CV,1,2,too_few_segments
2,206,11,وَلَبِئْسَ,و | لبئس,و | ل | بئس,و | ل | بئس,CONJ | OTHER | UNINFLECTED_VERB,2,3,too_few_segments
2,207,5,نَفْسَهُ,ن | فسه,نفس | ه,نفس | (null) | ه,NOUN_ABSTRACT | CASE_DEF_ACC | POSS_PRON_3MS,2,2,wrong_content
2,207,7,مَرْضَاتِ,مرض | ات,مرضا | ت,مرضا | ت,GERUND_MEEM | NSUFF_FEM_SG,2,2,wrong_content
2,211,2,بَنِي,ب | ني,بن | ي,بن | ي,NOUN_CONCRETE | NSUFF_MASC_PL_GEN,2,2,wrong_content
2,211,11,نِعْمَةَ,ن | عم | ة,نعم | ة,نعم | ة,NOUN_ABSTRACT | NSUFF_FEM_SG,3,2,too_many_segments
2,213,25,أُوتُوهُ,أوتو | ه,أوت | و | ه,أوت | و | ه,PV_PASS | SUBJ_PRON | OBJ_PRON,2,3,too_few_segments
2,214,13,مَسَّتْهُمُ,مست | هم,مس | ت | هم,مس | ت | هم,PV | SUFF_FEM_TA | OBJ_PRON,2,3,too_few_segments
2,214,18,يَقُولَ,يقول,ي | قول,ي | قول,IMPERF_PREF | IV,1,2,too_few_segments
2,215,1,يَسْأَلُونَكَ,ي | سألون | ك,ي | سأل | ون | ك,ي | سأل | ون | ك | None | None,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON | None | None,3,4,too_few_segments
2,215,12,وَالْمَسَاكِينِ,و | ال | مساك | ين,و | ال | مساكين,و | ال | مساكين | (null),CONJ | DET | ADJ_INTENS | CASE_DEF_GEN,4,3,too_many_segments
2,217,1,يَسْأَلُونَكَ,ي | سألون | ك,ي | سأل | ون | ك,ي | سأل | ون | ك | None | None,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON | None | None,3,4,too_few_segments
2,217,11,وَصَدٌّ,وصد,و | صد,و | صد,CONJ | GERUND,1,2,too_few_segments
2,217,30,يَزَالُونَ,ي | زال | ون,ي | زال | و | ن,ي | زال | و | ن,IV3MS | IV | SUBJ_PRON | NOON_V5,3,4,too_few_segments
2,217,31,يُقَاتِلُونَكُمْ,ي | قاتلون | كم,ي | قاتل | ون | كم,ي | قاتل | ون | كم | None | None,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON | None | None,3,4,too_few_segments
2,217,33,يَرُدُّوكُمْ,ي | ردو | كم,ي | رد | و | كم,ي | رد | و | كم,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
2,217,52,وَأُولَئِكَ,و | أولئك,W | أولئك,W | أولئك,CONJ | REL_PRON,2,2,wrong_content
2,218,12,رَحْمَتَ,رحمت,رحم | ة,رحم | ة,GERUND | NSUFF_FEM_SG,1,2,too_few_segments
2,219,1,يَسْأَلُونَكَ,ي | سألون | ك,ي | سأل | ون | ك,ي | سأل | ون | ك | None | None,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON | None | None,3,4,too_few_segments
2,219,14,نَفْعِهِمَا,ن | فع | هما,نفع | هما,نفع | هما,GERUND | POSS_PRON,3,2,too_many_segments
2,219,15,وَيَسْأَلُونَكَ,و | ي | سألون | ك,و | ي | سأل | و | ن | ك,و | ي | سأل | و | ن | ك,CONJ | IMPERF_PREF | IV | SUBJ_PRON | NOON_V5 | OBJ_PRON,4,6,too_few_segments
2,220,4,وَيَسْأَلُونَكَ,و | ي | سألون | ك,و | ي | سأل | و | ن | ك,و | ي | سأل | و | ن | ك,CONJ | IMPERF_PREF | IV | SUBJ_PRON | NOON_V5 | OBJ_PRON,4,6,too_few_segments
2,220,12,تُخَالِطُوهُمْ,ت | خالطو | هم,ت | خالط | و | هم,ت | خالط | و | هم,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
2,220,22,لَأَعْنَتَكُمْ,لأعن | ة | كم,ل | أعنت | كم,ل | أعنت | كم,OTHER | PV | OBJ_PRON,3,3,wrong_content
2,222,1,وَيَسْأَلُونَكَ,و | ي | سألون | ك,و | ي | سأل | و | ن | ك,و | ي | سأل | و | ن | ك,CONJ | IMPERF_PREF | IV | SUBJ_PRON | NOON_V5 | OBJ_PRON,4,6,too_few_segments
2,222,12,تَقْرَبُوهُنَّ,ت | قربو | هن,ت | قرب | و | هن,ت | قرب | و | هن,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
2,222,14,يَطْهُرْنَ,ي | طهرن,ي | طهر | ن,ي | طهر | ن,IMPERF_PREF | IV | SUBJ_PRON,2,3,too_few_segments
2,222,16,تَطَهَّرْنَ,ت | طهرن,تطهر | ن,تطهر | ن,PV | SUBJ_PRON,2,2,wrong_content
2,222,17,فَأْتُوهُنَّ,فأتو | هن,ف | أت | و | هن,ف | أت | و | هن | None,CONJ | CV | SUBJ_PRON | OBJ_PRON | None,2,4,too_few_segments
2,223,4,فَأْتُوا,فأ | ت | وا,ف | أت | وا,ف | أت | وا,CONJ | CV | SUBJ_PRON,3,3,wrong_content
2,223,14,مُلَاقُوهُ,ملاقو | ه,ملاق | و | ه,ملاق | و | ه,NOUN_ACTIVE_PART | NSUFF_MASC_PL_NOM | POSS_PRON,2,3,too_few_segments
2,224,7,تَبَرُّوا,تبر | وا,ت | بر | وا,ت | بر | وا,IMPERF_PREF | IV | SUBJ_PRON,2,3,too_few_segments
2,226,5,تَرَبُّصُ,ت | ربص,تربص,تربص,GERUND,2,1,too_many_segments
2,226,9,فَاءُوا,ف | اء | وا,فاء | وا,فاء | وا,PV | SUBJ_PRON,3,2,too_many_segments
2,228,2,يَتَرَبَّصْنَ,يتربصن,ي | تربص | ن,ي | تربص | ن,IMPERF_PREF | IV | SUBJ_PRON,1,3,too_few_segments
2,228,10,يَكْتُمْنَ,ي | كتمن,ي | كتم | ن,ي | كتم | ن,IMPERF_PREF | IV | SUBJ_PRON,2,3,too_few_segments
2,228,22,وَبُعُولَتُهُنَّ,و | بعول | ة | هن,و | بعول | ت | هن,و | بعول | ت | هن,CONJ | NOUN_CONCRETE | NSUFF_FEM_SG | POSS_PRON,4,4,wrong_content
2,229,2,مَرَّتَانِ,مرتان,مر | ت | ان,مر | ت | ان,GERUND_INSTANT | NSUFF_FEM_SG | NSUFF_FEM_DU_NOM,1,3,too_few_segments
2,229,14,آتَيْتُمُوهُنَّ,آتي | تمو | هن,آتي | تم | و | هن,آتي | تم | و | هن,PV | SUBJ_PRON | OTHER | OBJ_PRON,3,4,too_few_segments
2,229,18,يَخَافَا,يخافا,ي | خاف | ا,ي | خاف | ا,IV3MS | IV | SUBJ_PRON,1,3,too_few_segments
2,229,19,أَلَّا,أن | لا,أن | Lا,أن | Lا,SUBJUNC_PART | OTHER,2,2,wrong_content
2,229,20,يُقِيمَا,يقيما,ي | قيم | ا,ي | قيم | ا,IMPERF_PREF | IV | SUBJ_PRON,1,3,too_few_segments
2,229,25,أَلَّا,أن | لا,أن | Lا,أن | Lا,SUBJUNC_PART | OTHER,2,2,wrong_content
2,229,26,يُقِيمَا,يقيما,ي | قيم | ا,ي | قيم | ا,IMPERF_PREF | IV | SUBJ_PRON,1,3,too_few_segments
2,229,39,تَعْتَدُوهَا,ت | عتدو | ها,ت | عتد | و | ها,ت | عتد | و | ها,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
2,229,41,يَتَعَدَّ,يتعد,ي | تعد,ي | تعد,IV3MS | IV,1,2,too_few_segments
2,230,18,يَتَرَاجَعَا,يتراجعا,ي | تراجع | ا,ي | تراجع | ا,IV3MS | IV | SUBJ_PRON,1,3,too_few_segments
2,230,20,ظَنَّا,ظن | نا,ظن | ا,ظن | ا,GERUND | CASE_INDEF_(ACC_GEN),2,2,wrong_content
2,230,22,يُقِيمَا,يقيما,ي | قيم | ا,ي | قيم | ا,IMPERF_PREF | IV | SUBJ_PRON,1,3,too_few_segments
2,231,4,فَبَلَغْنَ,ف | بلغن,ف | بلغ | ن,ف | بلغ | ن,CONJ | PV | SUBJ_PRON,2,3,too_few_segments
2,231,6,فَأَمْسِكُوهُنَّ,ف | أمسكو | هن,ف | أ | مسك | و | هن,ف | أ | مسك | و | هن,CONJ | CV_PREF | CV | SUBJ_PRON | OBJ_PRON,3,5,too_few_segments
2,231,9,سَرِّحُوهُنَّ,سرحو | هن,سرح | و | هن,سرح | و | هن,CV | SUBJ_PRON | OBJ_PRON,2,3,too_few_segments
2,231,12,تُمْسِكُوهُنَّ,ت | مسكو | هن,ت | مسك | و | هن,ت | مسك | و | هن,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
2,231,20,نَفْسَهُ,ن | فسه,نفس | ه,نفس | (null) | ه,NOUN_ABSTRACT | CASE_DEF_ACC | POSS_PRON_3MS,2,2,wrong_content
2,231,25,هُزُوَاً,هز | وا,هزو | ا,هزو | ا,GERUND | CASE_INDEF_(ACC_GEN),2,2,wrong_content
2,231,27,نِعْمَتَ,ن | عمت,نعم | ة,نعم | ة,NOUN_ABSTRACT | NSUFF_FEM_SG,2,2,wrong_content
2,231,36,يَعِظُكُمْ,يعظ | كم,ي | عظ | كم,ي | عظ | كم,IMPERF_PREF | IV | OBJ_PRON,2,3,too_few_segments
2,232,4,فَبَلَغْنَ,ف | بلغن,ف | بلغ | ن,ف | بلغ | ن,CONJ | PV | SUBJ_PRON,2,3,too_few_segments
2,232,7,تَعْضُلُوهُنَّ,ت | عضلو | هن,ت | عضل | و | هن,ت | عضل | و | هن,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
2,232,9,يَنْكِحْنَ,ي | نكحن,ي | نكح | ن,ي | نكح | ن,IMPERF_PREF | IV | SUBJ_PRON,2,3,too_few_segments
2,232,12,تَرَاضَوْا,ت | راض | وا,تراض | وا,تراض | وا,PV | SUBJ_PRON,3,2,too_many_segments
2,232,16,يُوعَظُ,يوعظ,ي | وعظ,ي | وعظ,IMPERF_PREF | IV_PASS,1,2,too_few_segments
2,232,25,ذَلِكُمْ,ذل | كم,ذلك | م,ذلك | م,DEM_PRON_MS | OTHER,2,2,wrong_content
2,233,2,يُرْضِعْنَ,ي | رضعن,ي | رضع | ن,ي | رضع | ن,IMPERF_PREF | IV | SUBJ_PRON,2,3,too_few_segments
2,233,15,وَكِسْوَتُهُنَّ,و | ك | سوت | هن,و | كسو | ت | هن,و | كسو | ت | هن,CONJ | NOUN_CONCRETE | NSUFF_FEM_SG | POSS_PRON,4,4,wrong_content
2,233,23,تُضَارَّ,تضار,ت | ضار,ت | ضار,IMPERF_PREF | IV_PASS,1,2,too_few_segments
2,233,35,أَرَادَا,أرادا,أراد | ا,أراد | ا,PV | SUBJ_PRON,1,2,too_few_segments
2,233,45,أَرَدْتُمْ,أ | رد | تم,أرد | تم,أرد | تم,PV | SUBJ_PRON,3,2,too_many_segments
2,234,6,يَتَرَبَّصْنَ,يتربصن,ي | تربص | ن,ي | تربص | ن,IMPERF_PREF | IV | SUBJ_PRON,1,3,too_few_segments
2,234,12,بَلَغْنَ,بلغن,بلغ | ن,بلغ | ن,PV | SUBJ_PRON,1,2,too_few_segments
2,234,18,فَعَلْنَ,ف | علن,فعل | ن,فعل | ن,PV | SUBJ_PRON,2,2,wrong_content
2,234,20,أَنْفُسِهِنَّ,أنفس | هن,أنفس | ه | ن,أنفس | ه | ن,NOUN_ABSTRACT | POSS_PRON | SUFF,2,3,too_few_segments
2,235,17,سَتَذْكُرُونَهُنَّ,س | ت | ذكرون | هن,س | ت | ذكر | ون | هن,س | ت | ذكر | ون | هن | None | None,FUTURE_PART | IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON | None | None,4,5,too_few_segments
2,235,20,تُوَاعِدُوهُنَّ,تواعدو | هن,ت | واعد | و | هن,ت | واعد | و | هن,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON,2,4,too_few_segments
2,235,42,فَاحْذَرُوهُ,ف | احذرو | ه,ف | احذر | و | ه,ف | احذر | و | ه,CONJ | CV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
2,236,9,تَمَسُّوهُنَّ,ت | مسو | هن,ت | مس | و | هن,ت | مس | و | هن,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
2,236,13,فَرِيضَةً,ف | ريض | ة,فريض | ة,فريض | ة,NOUN_ABSTRACT | NSUFF_FEM_SG,3,2,too_many_segments
2,236,14,وَمَتِّعُوهُنَّ,و | متعو | هن,و | متع | و | هن,و | متع | و | هن,CONJ | CV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
2,237,2,طَلَّقْتُمُوهُنَّ,طلق | تمو | هن,طلق | تم | و | هن,طلق | تم | و | هن,PV | SUBJ_PRON | OTHER | OBJ_PRON,3,4,too_few_segments
2,237,6,تَمَسُّوهُنَّ,ت | مسو | هن,ت | مس | و | هن,ت | مس | و | هن,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
2,237,8,فَرَضْتُمْ,ف | رض | تم,فرض | تم,فرض | تم,PV | SUBJ_PRON,3,2,too_many_segments
