flag,root,word,word_plain,segment,wazn,confidence,location,alternatives
no_root_found,N/A,جُنَاحَ,جناح,جُنَاحَ,جناح,1.000,2:240:16,
closed_class_surface,ذلك,كَذَلِكَ,كذلك,ذَلِكَ,closed_class,1.000,2:242:1,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,2:243:4,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,2:245:3,
no_root_found,N/A,إِسْرَائِيلَ,إسرائيل,إِسْرَائِيلَ,اسراءيل,1.000,2:246:7,
no_root_found,N/A,مُوسَى,موسى,مُوسَى,موسي,1.000,2:246:10,
no_root_found,N/A,مَلِكَاً,ملكا,مَلِكَ,ملك,1.000,2:246:17,
no_root_found,N/A,طَالُوتَ,طالوت,طَالُوتَ,طالوت,1.000,2:247:9,
no_root_found,N/A,مَلِكَاً,ملكا,مَلِكَ,ملك,1.000,2:247:10,
no_root_found,N/A,الْمُلْكُ,الملك,مُلْكُ,ملك,1.000,2:247:15,
no_root_found,N/A,بِالْمُلْكِ,بالملك,مُلْكِ,ملك,1.000,2:247:19,
no_root_found,N/A,مُلْكَهُ,ملكه,مُلْكَ,ملك,1.000,2:247:38,
no_root_found,N/A,مُلْكِهِ,ملكه,مُلْكِ,ملك,1.000,2:248:6,
no_root_found,N/A,مُوسَى,موسى,مُوسَى,موسي,1.000,2:248:18,
no_root_found,N/A,هَارُونَ,هارون,هَارُونَ,هارون,1.000,2:248:20,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,2:248:25,
no_root_found,N/A,طَالُوتُ,طالوت,طَالُوتُ,طالوت,1.000,2:249:3,
closed_class_surface,الذين,وَالَّذِينَ,والذين,الَّذِينَ,closed_class,1.000,2:249:33,
no_root_found,N/A,بِجَالُوتَ,بجالوت,جَالُوتَ,جالوت,1.000,2:249:41,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,2:249:44,
no_root_found,N/A,بِإِذْنِ,بإذن,إِذْنِ,اذن,1.000,2:249:56,
no_root_found,N/A,لِجَالُوتَ,لجالوت,جَالُوتَ,جالوت,1.000,2:250:3,
no_root_found,N/A,بِإِذْنِ,بإذن,إِذْنِ,اذن,1.000,2:251:2,
no_root_found,N/A,جَالُوتَ,جالوت,جَالُوتَ,جالوت,1.000,2:251:6,
no_root_found,N/A,الْمُلْكَ,الملك,مُلْكَ,ملك,1.000,2:251:9,
low_confidence,فسدت,لَفَسَدَتِ,لفسدت,لَفَسَدَتِ,فعلل,0.689,2:251:20,فسدت/فعلال@0.67 ; فسد/فعلت@0.67 ; فسد/فعلت@0.67
no_root_found,N/A,الْأَرْضُ,الأرض,أَرْضُ,ارض,1.000,2:251:21,
closed_class_surface,تلك,تِلْكَ,تلك,تِلْكَ,closed_class,1.000,2:252:1,
closed_class_surface,تلك,تِلْكَ,تلك,تِلْكَ,closed_class,1.000,2:253:1,
no_root_found,N/A,عِيسَى,عيسى,عِيسَى,عيسي,1.000,2:253:15,
no_root_found,N/A,مَرْيَمَ,مريم,مَرْيَمَ,مريم,1.000,2:253:17,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,2:253:27,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,2:254:2,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,2:255:19,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,2:255:22,
no_root_found,N/A,بِإِذْنِهِ,بإذنه,إِذْنِ,اذن,1.000,2:255:26,
no_root_found,N/A,وَالْأَرْضَ,والأرض,أَرْضَ,ارض,1.000,2:255:44,
low_confidence,سمس,اسْتَمْسَكَ,استمسك,اسْتَمْسَ,افتعل,0.616,2:256:16,سمس/افتعل@0.62 ; ستمس/افعلل@0.62 ; سمس/افتعل@0.57
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,2:257:3,
closed_class_surface,الذين,وَالَّذِينَ,والذين,الَّذِينَ,closed_class,1.000,2:257:10,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,2:258:4,
no_root_found,N/A,إِبْرَاهِيمَ,إبراهيم,إِبْرَاهِيمَ,ابراهيم,1.000,2:258:6,
no_root_found,N/A,الْمُلْكَ,الملك,مُلْكَ,ملك,1.000,2:258:12,
no_root_found,N/A,إِبْرَاهِيمُ,إبراهيم,إِبْرَاهِيمُ,ابراهيم,1.000,2:258:15,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,2:258:17,
no_root_found,N/A,إِبْرَاهِيمُ,إبراهيم,إِبْرَاهِيمُ,ابراهيم,1.000,2:258:25,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,2:258:37,
closed_class_surface,الذي,كَالَّذِي,كالذي,الَّذِي,closed_class,1.000,2:259:2,
closed_class_surface,هذه,هَذِهِ,هذه,هَذِهِ,closed_class,1.000,2:259:13,
no_root_found,N/A,لَحْمَاً,لحما,حْمَ,حم,1.000,2:259:56,
no_root_found,N/A,إِبْرَاهِيمُ,إبراهيم,إِبْرَاهِيمُ,ابراهيم,1.000,2:260:3,
no_root_found,N/A,قَلْبِي,قلبي,قَلْبِ,قلب,1.000,2:260:16,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,2:261:2,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,2:262:1,
no_root_found,N/A,يُتْبِعُونَ,يتبعون,تْبِعُ,تبع,1.000,2:262:9,
no_root_found,N/A,يَتْبَعُهَا,يتبعها,تْبَعُ,تبع,1.000,2:263:7,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,2:264:2,
closed_class_surface,الذي,كَالَّذِي,كالذي,الَّذِي,closed_class,1.000,2:264:9,
no_root_found,N/A,تُرَابٌ,تراب,تُرَابٌ,تراب,1.000,2:264:23,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,2:265:2,
closed_class_surface,ذلك,كَذَلِكَ,كذلك,ذَلِكَ,closed_class,1.000,2:266:29,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,2:267:2,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,2:267:13,
no_root_found,N/A,أَنْصَارٍ,أنصار,أَنْصَارٍ,انصار,1.000,2:270:15,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,2:273:2,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,2:273:11,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,2:274:1,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,2:275:1,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,2:275:9,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,2:275:14,
no_root_found,N/A,عَادَ,عاد,عَادَ,عاد,1.000,2:275:39,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,2:277:2,
no_root_found,N/A,الصَّالِحَاتِ,الصالحات,صَالِحَ,صالح,1.000,2:277:5,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,2:278:2,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,2:282:2,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,2:282:25,
low_confidence,ليتق,وَلْيَتَّقِ,وليتق,وَلْيَتَّقِ,فعلل,0.628,2:282:28,لتق/فيعال@0.63 ; لتق/فيعال@0.63 ; ليتق/فعلال@0.63
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,2:282:37,
no_root_found,N/A,جُنَاحٌ,جناح,جُنَاحٌ,جناح,1.000,2:282:105,
low_confidence,ليءد,فَلْيُؤَدِّ,فليؤد,فَلْيُؤَدِّ,فعلل,0.628,2:283:14,لءد/فيعال@0.63 ; لءد/فيعال@0.63 ; ليءد/فعلال@0.63
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,2:283:15,
low_confidence,ليتق,وَلْيَتَّقِ,وليتق,وَلْيَتَّقِ,فعلل,0.628,2:283:18,لتق/فيعال@0.63 ; لتق/فيعال@0.63 ; ليتق/فعلال@0.63
no_root_found,N/A,قَلْبُهُ,قلبه,قَلْبُ,قلب,1.000,2:283:28,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,2:284:7,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,2:286:28,
no_root_found,N/A,الم,الم,الم,الم,1.000,3:1:1,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,3:4:8,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,3:5:8,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,3:6:2,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,3:7:2,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,3:7:15,
no_root_found,N/A,فَيَتَّبِعُونَ,فيتبعون,تَّبِعُ,تبع,1.000,3:7:19,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,3:10:2,
no_root_found,N/A,فِرْعَوْنَ,فرعون,فِرْعَوْنَ,فرعون,1.000,3:11:3,
closed_class_surface,الذين,وَالَّذِينَ,والذين,الَّذِينَ,closed_class,1.000,3:11:4,
closed_class_surface,الذين,لِلَّذِينَ,للذين,الَذِينَ,closed_class,1.000,3:12:2,
no_root_found,N/A,جَهَنَّمَ,جهنم,جَهَنَّمَ,جهنم,1.000,3:12:7,
no_root_found,N/A,الْعَيْنِ,العين,عَيْنِ,عين,1.000,3:13:18,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,3:13:26,
no_root_found,N/A,الذَّهَبِ,الذهب,ذَهَبِ,ذهب,1.000,3:14:11,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,3:14:17,
closed_class_surface,الذين,لِلَّذِينَ,للذين,الَذِينَ,closed_class,1.000,3:15:6,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,3:16:1,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,3:19:8,
closed_class_surface,الذين,لِلَّذِينَ,للذين,الَذِينَ,closed_class,1.000,3:20:10,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,3:21:2,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,3:21:11,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,3:22:2,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,3:23:4,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,3:24:1,
no_root_found,N/A,مَالِكَ,مالك,مَالِكَ,مالك,1.000,3:26:3,
no_root_found,N/A,الْمُلْكِ,الملك,مُلْكِ,ملك,1.000,3:26:4,
no_root_found,N/A,الْمُلْكَ,الملك,مُلْكَ,ملك,1.000,3:26:6,
no_root_found,N/A,الْمُلْكَ,الملك,مُلْكَ,ملك,1.000,3:26:10,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,3:28:11,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,3:29:17,
no_root_found,N/A,وَنُوحَاً,ونوحا,نُوحَ,نوح,1.000,3:33:5,
no_root_found,N/A,إِبْرَاهِيمَ,إبراهيم,إِبْرَاهِيمَ,ابراهيم,1.000,3:33:7,
no_root_found,N/A,عِمْرَانَ,عمران,عِمْرَانَ,عمران,1.000,3:33:9,
no_root_found,N/A,عِمْرَانَ,عمران,عِمْرَانَ,عمران,1.000,3:35:4,
no_root_found,N/A,مَرْيَمَ,مريم,مَرْيَمَ,مريم,1.000,3:36:17,
no_root_found,N/A,زَكَرِيَّا,زكريا,زَكَرِيَّا,زكريا,1.000,3:37:9,
no_root_found,N/A,زَكَرِيَّا,زكريا,زَكَرِيَّا,زكريا,1.000,3:37:13,
no_root_found,N/A,يَامَرْيَمُ,يامريم,مَرْيَمُ,مريم,1.000,3:37:19,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,3:37:22,
no_root_found,N/A,زَكَرِيَّا,زكريا,زَكَرِيَّا,زكريا,1.000,3:38:3,
no_root_found,N/A,بِيَحْيَى,بيحيى,يَحْيَى,يحيي,1.000,3:39:11,
no_root_found,N/A,الصَّالِحِينَ,الصالحين,صَالِحِ,صالح,1.000,3:39:20,
closed_class_surface,ذلك,كَذَلِكَ,كذلك,ذَلِكَ,closed_class,1.000,3:40:13,
no_root_found,N/A,يَامَرْيَمُ,يامريم,مَرْيَمُ,مريم,1.000,3:42:4,
no_root_found,N/A,يَامَرْيَمُ,يامريم,مَرْيَمُ,مريم,1.000,3:43:1,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,3:44:1,
no_root_found,N/A,مَرْيَمَ,مريم,مَرْيَمَ,مريم,1.000,3:44:15,
low_confidence,ختصم,يَخْتَصِمُونَ,يختصمون,خْتَصِمُ,فعلل,0.697,3:44:20,خصم/فتعل@0.68 ; ختصم/فعلل@0.63 ; ختصم/فعلل@0.63
no_root_found,N/A,يَامَرْيَمُ,يامريم,مَرْيَمُ,مريم,1.000,3:45:4,
no_root_found,N/A,عِيسَى,عيسى,عِيسَى,عيسي,1.000,3:45:12,
no_root_found,N/A,مَرْيَمَ,مريم,مَرْيَمَ,مريم,1.000,3:45:14,
no_root_found,N/A,الصَّالِحِينَ,الصالحين,صَالِحِ,صالح,1.000,3:46:7,
closed_class_surface,ذلك,كَذَلِكِ,كذلك,ذَلِكِ,closed_class,1.000,3:47:11,
no_root_found,N/A,إِسْرَائِيلَ,إسرائيل,إِسْرَائِيلَ,اسراءيل,1.000,3:49:4,
no_root_found,N/A,بِإِذْنِ,بإذن,إِذْنِ,اذن,1.000,3:49:22,
no_root_found,N/A,بِإِذْنِ,بإذن,إِذْنِ,اذن,1.000,3:49:29,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,3:49:40,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,3:50:10,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,3:51:6,
no_root_found,N/A,عِيسَى,عيسى,عِيسَى,عيسي,1.000,3:52:3,
no_root_found,N/A,أَنْصَارِي,أنصاري,أَنْصَارِ,انصار,1.000,3:52:8,
no_root_found,N/A,أَنْصَارُ,أنصار,أَنْصَارُ,انصار,1.000,3:52:14,
no_root_found,N/A,يَاعِيسَى,ياعيسى,عِيسَى,عيسي,1.000,3:55:4,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,3:55:11,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,3:55:14,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,3:55:17,
low_confidence,ختلف,تَخْتَلِفُونَ,تختلفون,خْتَلِفُ,فعلل,0.697,3:55:30,خلف/فتعل@0.68 ; ختلف/فعلل@0.63 ; ختلف/فعلل@0.63
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,3:56:2,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,3:57:2,
no_root_found,N/A,الصَّالِحَاتِ,الصالحات,صَالِحَ,صالح,1.000,3:57:5,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,3:58:1,
no_root_found,N/A,عِيسَى,عيسى,عِيسَى,عيسي,1.000,3:59:3,
no_root_found,N/A,تُرَابٍ,تراب,تُرَابٍ,تراب,1.000,3:59:10,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,3:62:2,
no_root_found,N/A,إِبْرَاهِيمَ,إبراهيم,إِبْرَاهِيمَ,ابراهيم,1.000,3:65:6,
no_root_found,N/A,إِبْرَاهِيمُ,إبراهيم,إِبْرَاهِيمُ,ابراهيم,1.000,3:67:3,
no_root_found,N/A,بِإِبْرَاهِيمَ,بإبراهيم,إِبْرَاهِيمَ,ابراهيم,1.000,3:68:4,
closed_class_surface,الذين,لَلَّذِينَ,للذين,الَذِينَ,closed_class,1.000,3:68:5,
closed_class_surface,هذا,وَهَذَا,وهذا,هَذَا,closed_class,1.000,3:68:7,
closed_class_surface,الذين,وَالَّذِينَ,والذين,الَّذِينَ,closed_class,1.000,3:68:9,
closed_class_surface,الذي,بِالَّذِي,بالذي,الَّذِي,closed_class,1.000,3:72:7,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,3:72:10,
no_root_found,N/A,تَبِعَ,تبع,تَبِعَ,تبع,1.000,3:73:5,
low_confidence,ا دم,مَا دُمْتَ,ما دمت,مَا دُمْ,مفعلل,0.630,3:75:19,ا دم/مفعلل@0.63 ; ا دم/مفعلل@0.63
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,3:75:22,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,3:77:2,
low_confidence,ءمن,لَتُؤْمِنُنَّ,لتؤمنن,لَتُؤْمِنُنَّ,تفعلن,0.638,3:81:17,ءمن/تفعلن@0.64 ; ءمنن/تفعلل@0.62 ; ءمن/تفعلن@0.59
low_confidence,نصرن,وَلَتَنْصُرُنَّهُ,ولتنصرنه,لَتَنْصُرُنَّ,تفعلل,0.664,3:81:19,نصر/تفعلن@0.64 ; نصرن/تفعلل@0.62 ; نصر/تفعلن@0.59
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,3:82:4,
no_root_found,N/A,وَالْأَرْضِ,والأرض,أَرْضِ,ارض,1.000,3:83:10,
no_root_found,N/A,إِبْرَاهِيمَ,إبراهيم,إِبْرَاهِيمَ,ابراهيم,1.000,3:84:10,
no_root_found,N/A,وَإِسْمَاعِيلَ,وإسماعيل,إِسْمَاعِيلَ,اسماعيل,1.000,3:84:11,
no_root_found,N/A,وَإِسْحَاقَ,وإسحاق,إِسْحَاقَ,اسحاق,1.000,3:84:12,
no_root_found,N/A,وَيَعْقُوبَ,ويعقوب,يَعْقُوبَ,يعقوب,1.000,3:84:13,
no_root_found,N/A,مُوسَى,موسى,مُوسَى,موسي,1.000,3:84:17,
no_root_found,N/A,وَعِيسَى,وعيسى,عِيسَى,عيسي,1.000,3:84:18,
